	Symbol_hg	Symbol_mm	ID
3177	VBP1	Vbp1	VBP1_Vbp1
3178	XAB2	Xab2	XAB2_Xab2
3179	PSMG3	Psmg3	PSMG3_Psmg3
3180	PDCD1	Pdcd1	PDCD1_Pdcd1
3181	TM2D2	Tm2d2	TM2D2_Tm2d2
3182	BCL2L1	Bcl2l1	BCL2L1_Bcl2l1
3183	GGT5	Ggt5	GGT5_Ggt5
3184	ANG	Ang	ANG_Ang
3185	DUSP11	Dusp11	DUSP11_Dusp11
3186	TMEM234	Tmem234	TMEM234_Tmem234
3187	SERINC4	Serinc4	SERINC4_Serinc4
3188	KIAA1210	Gm14569	KIAA1210_Gm14569
3189	IGSF23	Igsf23	IGSF23_Igsf23
3190	CTNND1	Ctnnd1	CTNND1_Ctnnd1
3191	CCN6	Ccn6	CCN6_Ccn6
3192	HOXB5	Hoxb5	HOXB5_Hoxb5
3193	DLC1	Dlc1	DLC1_Dlc1
3194	TAS1R3	Tas1r3	TAS1R3_Tas1r3
3195	RABGGTB	Rabggtb	RABGGTB_Rabggtb
3196	SPRED3	Spred3	SPRED3_Spred3
3197	ART3	Art3	ART3_Art3
3198	DRD4	Drd4	DRD4_Drd4
3199	GALNT2	Galnt2	GALNT2_Galnt2
3200	UBA7	Uba7	UBA7_Uba7
3201	AP1M1	Ap1m1	AP1M1_Ap1m1
3202	MYOCOS	Myocos	MYOCOS_Myocos
3203	SNAP91	Snap91	SNAP91_Snap91
3204	CCNJ	Ccnj	CCNJ_Ccnj
3205	RAB33B	Rab33b	RAB33B_Rab33b
3206	ATP6V1B1	Atp6v1b1	ATP6V1B1_Atp6v1b1
3207	FBN1	Fbn1	FBN1_Fbn1
3208	NPAS1	Npas1	NPAS1_Npas1
3209	PPP1R1B	Ppp1r1b	PPP1R1B_Ppp1r1b
3210	GHRL	Ghrl	GHRL_Ghrl
3211	ADGRD1	Adgrd1	ADGRD1_Adgrd1
3212	PARP9	Parp9	PARP9_Parp9
3213	CREBRF	Crebrf	CREBRF_Crebrf
3214	MALT1	Malt1	MALT1_Malt1
3215	ATP8A2	Atp8a2	ATP8A2_Atp8a2
3216	LGALS3	Lgals3	LGALS3_Lgals3
3217	GAK	Gak	GAK_Gak
3218	SRI	Sri	SRI_Sri
3219	THOC5	Thoc5	THOC5_Thoc5
3220	ARMC10	Armc10	ARMC10_Armc10
3221	SESN3	Sesn3	SESN3_Sesn3
3222	DMAC2	Dmac2	DMAC2_Dmac2
3223	HTR3B	Htr3b	HTR3B_Htr3b
3224	ARID2	Arid2	ARID2_Arid2
3225	PTPRA	Ptpra	PTPRA_Ptpra
3226	FREM1	Frem1	FREM1_Frem1
3227	KDM4C	Kdm4c	KDM4C_Kdm4c
3228	NIPAL4	Nipal4	NIPAL4_Nipal4
3229	INSR	Insr	INSR_Insr
3230	MOV10	Mov10	MOV10_Mov10
3231	MYLIP	Mylip	MYLIP_Mylip
3232	LAT2	Lat2	LAT2_Lat2
3233	PCSK9	Pcsk9	PCSK9_Pcsk9
3234	PSMB8	Psmb8	PSMB8_Psmb8
3235	NUDT6	Nudt6	NUDT6_Nudt6
3236	CRYAB	Cryab	CRYAB_Cryab
3237	ZIC2	Zic2	ZIC2_Zic2
3238	NF2	Nf2	NF2_Nf2
3239	GJE1	Gje1	GJE1_Gje1
3240	KRT16	Krt16	KRT16_Krt16
3241	WDR20	Wdr20	WDR20_Wdr20
3242	CADM1	Cadm1	CADM1_Cadm1
3243	DENND1A	Dennd1a	DENND1A_Dennd1a
3244	CLNS1A	Clns1a	CLNS1A_Clns1a
3245	HCFC1R1	Hcfc1r1	HCFC1R1_Hcfc1r1
3246	AEBP2	Aebp2	AEBP2_Aebp2
3247	SCN3A	Scn3a	SCN3A_Scn3a
3248	METTL7A	Mettl7a1	METTL7A_Mettl7a1
3249	FGF18	Fgf18	FGF18_Fgf18
3250	DLEU7	Dleu7	DLEU7_Dleu7
3251	ACSM5	Acsm5	ACSM5_Acsm5
3252	SLC6A17	Slc6a17	SLC6A17_Slc6a17
3253	DCAF12L2	Dcaf12l2	DCAF12L2_Dcaf12l2
3254	GFPT2	Gfpt2	GFPT2_Gfpt2
3255	ARIH1	Arih1	ARIH1_Arih1
3256	CD40	Cd40	CD40_Cd40
3257	SNCAIP	Sncaip	SNCAIP_Sncaip
3258	SLC2A9	Slc2a9	SLC2A9_Slc2a9
3259	IL1B	Il1b	IL1B_Il1b
3260	H1-1	H1f1	H1-1_H1f1
3261	GNA14	Gna14	GNA14_Gna14
3262	ECEL1	Ecel1	ECEL1_Ecel1
3263	KCNN2	Kcnn2	KCNN2_Kcnn2
3264	DEFB109B	Defb48	DEFB109B_Defb48
3265	FN1	Fn1	FN1_Fn1
3266	SLBP	Slbp	SLBP_Slbp
3267	CHST4	Chst4	CHST4_Chst4
3268	TSFM	Tsfm	TSFM_Tsfm
3269	C12orf43	2210016L21Rik	C12orf43_2210016L21Rik
3270	GTF2F2	Gtf2f2	GTF2F2_Gtf2f2
3271	EN2	En2	EN2_En2
3272	HARS1	Hars	HARS1_Hars
3273	CAMTA2	Camta2	CAMTA2_Camta2
3274	HVCN1	Hvcn1	HVCN1_Hvcn1
3275	SFTPD	Sftpd	SFTPD_Sftpd
3276	MFSD11	Mfsd11	MFSD11_Mfsd11
3277	NXNL1	Nxnl1	NXNL1_Nxnl1
3278	TMEM30A	Tmem30a	TMEM30A_Tmem30a
3279	MSN	Msn	MSN_Msn
3280	HOXC11	Hoxc11	HOXC11_Hoxc11
3281	CGGBP1	Cggbp1	CGGBP1_Cggbp1
3282	PEG3	Peg3	PEG3_Peg3
3283	TUSC2	Tusc2	TUSC2_Tusc2
3284	CFAP206	Cfap206	CFAP206_Cfap206
3285	TRIM31	Trim31	TRIM31_Trim31
3286	PIH1D1	Pih1d1	PIH1D1_Pih1d1
3287	KCNMA1	Kcnma1	KCNMA1_Kcnma1
3288	TTLL12	Ttll12	TTLL12_Ttll12
3289	TNP1	Tnp1	TNP1_Tnp1
3290	PCLO	Pclo	PCLO_Pclo
3291	SGSM3	Sgsm3	SGSM3_Sgsm3
3292	KDM3A	Kdm3a	KDM3A_Kdm3a
3293	MECR	Mecr	MECR_Mecr
3294	DUOXA1	Duoxa1	DUOXA1_Duoxa1
3295	CDA	Cda	CDA_Cda
3296	NTAQ1	Wdyhv1	NTAQ1_Wdyhv1
3297	CYP1B1	Cyp1b1	CYP1B1_Cyp1b1
3298	FAM178B	Fam178b	FAM178B_Fam178b
3299	FGD1	Fgd1	FGD1_Fgd1
3300	DLGAP3	Dlgap3	DLGAP3_Dlgap3
3301	SLC16A7	Slc16a7	SLC16A7_Slc16a7
3302	UPF3A	Upf3a	UPF3A_Upf3a
3303	SCGB3A2	Scgb3a2	SCGB3A2_Scgb3a2
3304	KCNQ4	Kcnq4	KCNQ4_Kcnq4
3305	CHST9	Chst9	CHST9_Chst9
3306	SLC10A5	Slc10a5	SLC10A5_Slc10a5
3307	SLC35B3	Slc35b3	SLC35B3_Slc35b3
3308	SACS	Sacs	SACS_Sacs
3309	SOX12	Sox12	SOX12_Sox12
3310	MBD4	Mbd4	MBD4_Mbd4
3311	CDC37L1	Cdc37l1	CDC37L1_Cdc37l1
3312	GFPT1	Gfpt1	GFPT1_Gfpt1
3313	BLOC1S5	Bloc1s5	BLOC1S5_Bloc1s5
3314	TMEM131L	Tmem131l	TMEM131L_Tmem131l
3315	CCL4	Ccl4	CCL4_Ccl4
3316	CCR1	Ccr1	CCR1_Ccr1
3317	RSPO3	Rspo3	RSPO3_Rspo3
3318	EIF4A1	Eif4a1	EIF4A1_Eif4a1
3319	TMEM40	Tmem40	TMEM40_Tmem40
3320	ITGB1	Itgb1	ITGB1_Itgb1
3321	EDEM1	Edem1	EDEM1_Edem1
3322	HYAL1	Hyal1	HYAL1_Hyal1
3323	OR6Y1	Olfr220	OR6Y1_Olfr220
3324	NIPAL2	Nipal2	NIPAL2_Nipal2
3325	PON2	Pon2	PON2_Pon2
3326	PLA2G4C	Pla2g4c	PLA2G4C_Pla2g4c
3327	CDKN1B	Cdkn1b	CDKN1B_Cdkn1b
3328	CCDC183	Ccdc183	CCDC183_Ccdc183
3329	SLC25A19	Slc25a19	SLC25A19_Slc25a19
3330	FAM149A	Fam149a	FAM149A_Fam149a
3331	MTFR1	Mtfr1	MTFR1_Mtfr1
3332	USP8	Usp8	USP8_Usp8
3333	NLRP14	Nlrp14	NLRP14_Nlrp14
3334	SCPEP1	Scpep1	SCPEP1_Scpep1
3335	GIPC1	Gipc1	GIPC1_Gipc1
3336	ZSWIM9	Zswim9	ZSWIM9_Zswim9
3337	TGM1	Tgm1	TGM1_Tgm1
3338	MPZL1	Mpzl1	MPZL1_Mpzl1
3339	COLGALT2	Colgalt2	COLGALT2_Colgalt2
3340	THAP7	Thap7	THAP7_Thap7
3341	PSMB11	Psmb11	PSMB11_Psmb11
3342	FZD4	Fzd4	FZD4_Fzd4
3343	RBPMS	Rbpms	RBPMS_Rbpms
3344	SYTL2	Sytl2	SYTL2_Sytl2
3345	CHRNB1	Chrnb1	CHRNB1_Chrnb1
3346	DGKI	Dgki	DGKI_Dgki
3347	DHX8	Dhx8	DHX8_Dhx8
3348	ZFAND2B	Zfand2b	ZFAND2B_Zfand2b
3349	ISCA1	Isca1	ISCA1_Isca1
3350	CCNI	Ccni	CCNI_Ccni
3351	IL13RA2	Il13ra2	IL13RA2_Il13ra2
3352	KRT79	Krt79	KRT79_Krt79
3353	F7	F7	F7_F7
3354	TTR	Ttr	TTR_Ttr
3355	SMARCD3	Smarcd3	SMARCD3_Smarcd3
3356	AVPR1B	Avpr1b	AVPR1B_Avpr1b
3357	GTF3C6	Gtf3c6	GTF3C6_Gtf3c6
3358	STAB1	Stab1	STAB1_Stab1
3359	KRR1	Krr1	KRR1_Krr1
3360	RNF44	Rnf44	RNF44_Rnf44
3361	PHLDB3	Phldb3	PHLDB3_Phldb3
3362	IPO5	Ipo5	IPO5_Ipo5
3363	CPSF6	Cpsf6	CPSF6_Cpsf6
3364	VASH1	Vash1	VASH1_Vash1
3365	PIP4K2B	Pip4k2b	PIP4K2B_Pip4k2b
3366	GRIK2	Grik2	GRIK2_Grik2
3367	COX7B2	Cox7b2	COX7B2_Cox7b2
3368	TNPO3	Tnpo3	TNPO3_Tnpo3
3369	GPR61	Gpr61	GPR61_Gpr61
3370	RYR1	Ryr1	RYR1_Ryr1
3371	CLDN3	Cldn3	CLDN3_Cldn3
3372	LY86	Ly86	LY86_Ly86
3373	B4GALNT1	B4galnt1	B4GALNT1_B4galnt1
3374	PTBP2	Ptbp2	PTBP2_Ptbp2
3375	TSGA10IP	Tsga10ip	TSGA10IP_Tsga10ip
3376	SLC2A7	Slc2a7	SLC2A7_Slc2a7
3377	DHX38	Dhx38	DHX38_Dhx38
3378	RFK	Rfk	RFK_Rfk
3379	TMF1	Tmf1	TMF1_Tmf1
3380	MRPS27	Mrps27	MRPS27_Mrps27
3381	TMEM225	Tmem225	TMEM225_Tmem225
3382	ATP5MC1	Atp5g1	ATP5MC1_Atp5g1
3383	LGALS8	Lgals8	LGALS8_Lgals8
3384	TRAPPC6A	Trappc6a	TRAPPC6A_Trappc6a
3385	ACAP3	Acap3	ACAP3_Acap3
3386	ZNF416	Zfp418	ZNF416_Zfp418
3387	ERBB3	Erbb3	ERBB3_Erbb3
3388	ELMOD1	Elmod1	ELMOD1_Elmod1
3389	GRXCR1	Grxcr1	GRXCR1_Grxcr1
3390	ZNF326	Zfp326	ZNF326_Zfp326
3391	PPRC1	Pprc1	PPRC1_Pprc1
3392	CEBPA	Cebpa	CEBPA_Cebpa
3393	TRAF2	Traf2	TRAF2_Traf2
3394	TMEM132D	Tmem132d	TMEM132D_Tmem132d
3395	HAUS8	Haus8	HAUS8_Haus8
3396	TXNIP	Txnip	TXNIP_Txnip
3397	CASD1	Casd1	CASD1_Casd1
3398	TMEM151A	Tmem151a	TMEM151A_Tmem151a
3399	GPR37L1	Gpr37l1	GPR37L1_Gpr37l1
3400	RASSF5	Rassf5	RASSF5_Rassf5
3401	LRRN3	Lrrn3	LRRN3_Lrrn3
3402	RGCC	Rgcc	RGCC_Rgcc
3403	CA14	Car14	CA14_Car14
3404	FAM43B	Fam43b	FAM43B_Fam43b
3405	ZFYVE1	Zfyve1	ZFYVE1_Zfyve1
3406	ZG16B	Sbpl	ZG16B_Sbpl
3407	TECRL	Tecrl	TECRL_Tecrl
3408	SEPTIN1	Septin1	SEPTIN1_Septin1
3409	ING4	Ing4	ING4_Ing4
3410	FOXB1	Foxb1	FOXB1_Foxb1
3411	C10orf82	1700019N19Rik	C10orf82_1700019N19Rik
3412	RNF223	Rnf223	RNF223_Rnf223
3413	MSRB3	Msrb3	MSRB3_Msrb3
3414	KBTBD11	Kbtbd11	KBTBD11_Kbtbd11
3415	TLR1	Tlr1	TLR1_Tlr1
3416	ATP5MK	Atp5md	ATP5MK_Atp5md
3417	DCUN1D3	Dcun1d3	DCUN1D3_Dcun1d3
3418	OR8K5	Olfr1053	OR8K5_Olfr1053
3419	SERPINB5	Serpinb5	SERPINB5_Serpinb5
3420	CELSR3	Celsr3	CELSR3_Celsr3
3421	LPO	Lpo	LPO_Lpo
3422	GNB1L	Gnb1l	GNB1L_Gnb1l
3423	HIVEP1	Hivep1	HIVEP1_Hivep1
3424	BATF	Batf	BATF_Batf
3425	MMP24	Mmp24	MMP24_Mmp24
3426	PYROXD1	Pyroxd1	PYROXD1_Pyroxd1
3427	NACAD	Nacad	NACAD_Nacad
3428	C12orf42	1700113H08Rik	C12orf42_1700113H08Rik
3429	ZNF451	Zfp451	ZNF451_Zfp451
3430	SLC6A12	Slc6a12	SLC6A12_Slc6a12
3431	ITGB1BP1	Itgb1bp1	ITGB1BP1_Itgb1bp1
3432	ZFP64	Zfp64	ZFP64_Zfp64
3433	NXPH1	Nxph1	NXPH1_Nxph1
3434	AHDC1	Ahdc1	AHDC1_Ahdc1
3435	RNF169	Rnf169	RNF169_Rnf169
3436	RPS6KB2	Rps6kb2	RPS6KB2_Rps6kb2
3437	ACOT2	Acot2	ACOT2_Acot2
3438	SLC25A45	Slc25a45	SLC25A45_Slc25a45
3439	FCF1	Fcf1	FCF1_Fcf1
3440	DUSP19	Dusp19	DUSP19_Dusp19
3441	ARNTL2	Arntl2	ARNTL2_Arntl2
3442	STAMBPL1	Stambpl1	STAMBPL1_Stambpl1
3443	CA5B	Car5b	CA5B_Car5b
3444	PNPLA5	Pnpla5	PNPLA5_Pnpla5
3445	PILRA	Pilra	PILRA_Pilra
3446	MRGPRE	Mrgpre	MRGPRE_Mrgpre
3447	FICD	Ficd	FICD_Ficd
3448	PGAP2	Pgap2	PGAP2_Pgap2
3449	ST6GALNAC5	St6galnac5	ST6GALNAC5_St6galnac5
3450	MTX2	Mtx2	MTX2_Mtx2
3451	ACTR5	Actr5	ACTR5_Actr5
3452	ZNF438	Zfp438	ZNF438_Zfp438
3453	TRPM5	Trpm5	TRPM5_Trpm5
3454	LYRM4	Lyrm4	LYRM4_Lyrm4
3455	ERLEC1	Erlec1	ERLEC1_Erlec1
3456	XKRX	Xkrx	XKRX_Xkrx
3457	DOCK6	Dock6	DOCK6_Dock6
3458	OR4N5	Olfr722	OR4N5_Olfr722
3459	KHSRP	Khsrp	KHSRP_Khsrp
3460	CARTPT	Cartpt	CARTPT_Cartpt
3461	FAM189A1	Fam189a1	FAM189A1_Fam189a1
3462	TRIM14	Trim14	TRIM14_Trim14
3463	MTHFD1	Mthfd1	MTHFD1_Mthfd1
3464	RXYLT1	Rxylt1	RXYLT1_Rxylt1
3465	APOA2	Apoa2	APOA2_Apoa2
3466	FXYD7	Fxyd7	FXYD7_Fxyd7
3467	SPTLC2	Sptlc2	SPTLC2_Sptlc2
3468	TIMM9	Timm9	TIMM9_Timm9
3469	NTRK1	Ntrk1	NTRK1_Ntrk1
3470	NRIP1	Nrip1	NRIP1_Nrip1
3471	YRDC	Yrdc	YRDC_Yrdc
3472	STAG2	Stag2	STAG2_Stag2
3473	SETD7	Setd7	SETD7_Setd7
3474	FAM170A	Fam170a	FAM170A_Fam170a
3475	ALDH3B1	Aldh3b1	ALDH3B1_Aldh3b1
3476	TMEM61	Tmem61	TMEM61_Tmem61
3477	PROSER3	Proser3	PROSER3_Proser3
3478	MAST1	Mast1	MAST1_Mast1
3479	TAF5L	Taf5l	TAF5L_Taf5l
3480	NUDT7	Nudt7	NUDT7_Nudt7
3481	TUBB4B	Tubb4b	TUBB4B_Tubb4b
3482	PDE4C	Pde4c	PDE4C_Pde4c
3483	SELENOV	Selenov	SELENOV_Selenov
3484	CAMK1G	Camk1g	CAMK1G_Camk1g
3485	ABHD12	Abhd12	ABHD12_Abhd12
3486	EFEMP1	Efemp1	EFEMP1_Efemp1
3487	NKIRAS2	Nkiras2	NKIRAS2_Nkiras2
3488	SMURF1	Smurf1	SMURF1_Smurf1
3489	ABL1	Abl1	ABL1_Abl1
3490	PPARGC1B	Ppargc1b	PPARGC1B_Ppargc1b
3491	ENGASE	Engase	ENGASE_Engase
3492	UCN2	Ucn2	UCN2_Ucn2
3493	FCAMR	Fcamr	FCAMR_Fcamr
3494	ALOX15	Alox15	ALOX15_Alox15
3495	WNT16	Wnt16	WNT16_Wnt16
3496	GPA33	Gpa33	GPA33_Gpa33
3497	TNFSF15	Tnfsf15	TNFSF15_Tnfsf15
3498	ZER1	Zer1	ZER1_Zer1
3499	OSMR	Osmr	OSMR_Osmr
3500	ACTBL2	Actbl2	ACTBL2_Actbl2
3501	STYX	Styx	STYX_Styx
3502	KMT5A	Kmt5a	KMT5A_Kmt5a
3503	CYB5D1	Cyb5d1	CYB5D1_Cyb5d1
3504	ANGPTL2	Angptl2	ANGPTL2_Angptl2
3505	NUDT13	Nudt13	NUDT13_Nudt13
3506	MRTFB	Mrtfb	MRTFB_Mrtfb
3507	XPNPEP3	Xpnpep3	XPNPEP3_Xpnpep3
3508	HEBP2	Hebp2	HEBP2_Hebp2
3509	NKX3-1	Nkx3-1	NKX3-1_Nkx3-1
3510	C3orf38	4930453N24Rik	C3orf38_4930453N24Rik
3511	IL18	Il18	IL18_Il18
3512	RCBTB2	Rcbtb2	RCBTB2_Rcbtb2
3513	SYBU	Sybu	SYBU_Sybu
3514	GRIN2D	Grin2d	GRIN2D_Grin2d
3515	DNAAF5	Dnaaf5	DNAAF5_Dnaaf5
3516	XPO4	Xpo4	XPO4_Xpo4
3517	MPPED1	Mpped1	MPPED1_Mpped1
3518	CHP1	Chp1	CHP1_Chp1
3519	FAM162B	Fam162b	FAM162B_Fam162b
3520	YOD1	Yod1	YOD1_Yod1
3521	PPM1E	Ppm1e	PPM1E_Ppm1e
3522	CFAP43	Cfap43	CFAP43_Cfap43
3523	DLL4	Dll4	DLL4_Dll4
3524	ACTL10	Actl10	ACTL10_Actl10
3525	STX3	Stx3	STX3_Stx3
3526	CABP5	Cabp5	CABP5_Cabp5
3527	TMEM63B	Tmem63b	TMEM63B_Tmem63b
3528	MROH2A	Mroh2a	MROH2A_Mroh2a
3529	TBC1D10A	Tbc1d10a	TBC1D10A_Tbc1d10a
3530	MSANTD2	Msantd2	MSANTD2_Msantd2
3531	ZDHHC4	Zdhhc4	ZDHHC4_Zdhhc4
3532	CLIP2	Clip2	CLIP2_Clip2
3533	CCN4	Ccn4	CCN4_Ccn4
3534	DYNC1LI2	Dync1li2	DYNC1LI2_Dync1li2
3535	MLEC	Mlec	MLEC_Mlec
3536	C5orf63	C330018D20Rik	C5orf63_C330018D20Rik
3537	SEL1L3	Sel1l3	SEL1L3_Sel1l3
3538	ACKR3	Ackr3	ACKR3_Ackr3
3539	OR6C6	Olfr782	OR6C6_Olfr782
3540	HDLBP	Hdlbp	HDLBP_Hdlbp
3541	NEDD4	Nedd4	NEDD4_Nedd4
3542	CDH19	Cdh19	CDH19_Cdh19
3543	SSBP1	Ssbp1	SSBP1_Ssbp1
3544	CCNF	Ccnf	CCNF_Ccnf
3545	CORO7	Coro7	CORO7_Coro7
3546	METTL13	Eef1aknmt	METTL13_Eef1aknmt
3547	F12	F12	F12_F12
3548	NHSL1	Nhsl1	NHSL1_Nhsl1
3549	FCGBP	Fcgbp	FCGBP_Fcgbp
3550	CCDC152	Ccdc152	CCDC152_Ccdc152
3551	LYSMD2	Lysmd2	LYSMD2_Lysmd2
3552	AHCYL2	Ahcyl2	AHCYL2_Ahcyl2
3553	ACBD7	Acbd7	ACBD7_Acbd7
3554	N4BP2L1	N4bp2l1	N4BP2L1_N4bp2l1
3555	CFI	Cfi	CFI_Cfi
3556	ERICH3	Erich3	ERICH3_Erich3
3557	HOXA4	Hoxa4	HOXA4_Hoxa4
3558	TRA2A	Tra2a	TRA2A_Tra2a
3559	PPP1R3C	Ppp1r3c	PPP1R3C_Ppp1r3c
3560	RBPJ	Rbpj	RBPJ_Rbpj
3561	KLHL4	Klhl4	KLHL4_Klhl4
3562	MYO5A	Myo5a	MYO5A_Myo5a
3563	MYO5C	Myo5c	MYO5C_Myo5c
3564	CBR3	Cbr3	CBR3_Cbr3
3565	OR4K5	Olfr729	OR4K5_Olfr729
3566	VDAC3	Vdac3	VDAC3_Vdac3
3567	BCAR3	Bcar3	BCAR3_Bcar3
3568	TFEC	Tfec	TFEC_Tfec
3569	BLOC1S6	Bloc1s6	BLOC1S6_Bloc1s6
3570	RAMP3	Ramp3	RAMP3_Ramp3
3571	GATD3	Gatd3a	GATD3_Gatd3a
3572	BAALC	Baalc	BAALC_Baalc
3573	HES7	Hes7	HES7_Hes7
3574	NELL1	Nell1	NELL1_Nell1
3575	MYOF	Myof	MYOF_Myof
3576	KDM7A	Kdm7a	KDM7A_Kdm7a
3577	SELPLG	Selplg	SELPLG_Selplg
3578	SLC25A22	Slc25a22	SLC25A22_Slc25a22
3579	MFAP1	Mfap1a	MFAP1_Mfap1a
3580	DPEP2	Dpep2	DPEP2_Dpep2
3581	CCDC192	Ccdc192	CCDC192_Ccdc192
3582	REG4	Reg4	REG4_Reg4
3583	LRP2	Lrp2	LRP2_Lrp2
3584	FCER2	Fcer2a	FCER2_Fcer2a
3585	ALKBH4	Alkbh4	ALKBH4_Alkbh4
3586	CLDN8	Cldn8	CLDN8_Cldn8
3587	CTSB	Ctsb	CTSB_Ctsb
3588	TSBP1	BC051142	TSBP1_BC051142
3589	PSMC4	Psmc4	PSMC4_Psmc4
3590	NPM1	Npm1	NPM1_Npm1
3591	DIP2B	Dip2b	DIP2B_Dip2b
3592	PKIA	Pkia	PKIA_Pkia
3593	PIPOX	Pipox	PIPOX_Pipox
3594	RRP12	Rrp12	RRP12_Rrp12
3595	HLA-DOA	H2-Oa	HLA-DOA_H2-Oa
3596	KRT6B	Krt6b	KRT6B_Krt6b
3597	USP24	Usp24	USP24_Usp24
3598	ARHGEF25	Arhgef25	ARHGEF25_Arhgef25
3599	SNRPB2	Snrpb2	SNRPB2_Snrpb2
3600	OR8U1	Olfr1044	OR8U1_Olfr1044
3601	YWHAG	Ywhag	YWHAG_Ywhag
3602	EIF2B5	Eif2b5	EIF2B5_Eif2b5
3603	TNFSF8	Tnfsf8	TNFSF8_Tnfsf8
3604	SYNE1	Syne1	SYNE1_Syne1
3605	STMN2	Stmn2	STMN2_Stmn2
3606	TERF2	Terf2	TERF2_Terf2
3607	KLHL2	Klhl2	KLHL2_Klhl2
3608	REXO1	Rexo1	REXO1_Rexo1
3609	MXD4	Mxd4	MXD4_Mxd4
3610	UBE2I	Ube2i	UBE2I_Ube2i
3611	HSPE1	Hspe1	HSPE1_Hspe1
3612	RGS2	Rgs2	RGS2_Rgs2
3613	H2AC20	H2ac20	H2AC20_H2ac20
3614	NDC80	Ndc80	NDC80_Ndc80
3615	ANKRD13D	Ankrd13d	ANKRD13D_Ankrd13d
3616	SNX8	Snx8	SNX8_Snx8
3617	CHCHD3	Chchd3	CHCHD3_Chchd3
3618	TRIM67	Trim67	TRIM67_Trim67
3619	CRYGA	Cryga	CRYGA_Cryga
3620	PHB2	Phb2	PHB2_Phb2
3621	FLT1	Flt1	FLT1_Flt1
3622	FLNC	Flnc	FLNC_Flnc
3623	MDP1	Mdp1	MDP1_Mdp1
3624	ITPKA	Itpka	ITPKA_Itpka
3625	H3-3B	H3f3b	H3-3B_H3f3b
3626	CAAP1	Caap1	CAAP1_Caap1
3627	MON1A	Mon1a	MON1A_Mon1a
3628	PPIB	Ppib	PPIB_Ppib
3629	ARV1	Arv1	ARV1_Arv1
3630	NFE2L1	Nfe2l1	NFE2L1_Nfe2l1
3631	TNFRSF11B	Tnfrsf11b	TNFRSF11B_Tnfrsf11b
3632	HEMGN	Hemgn	HEMGN_Hemgn
3633	DBH	Dbh	DBH_Dbh
3634	ABCC9	Abcc9	ABCC9_Abcc9
3635	TMEM86A	Tmem86a	TMEM86A_Tmem86a
3636	PTCRA	Ptcra	PTCRA_Ptcra
3637	AGGF1	Aggf1	AGGF1_Aggf1
3638	ZNF286A	Zfp286	ZNF286A_Zfp286
3639	CKMT2	Ckmt2	CKMT2_Ckmt2
3640	INIP	Inip	INIP_Inip
3641	RFXAP	Rfxap	RFXAP_Rfxap
3642	SLC30A9	Slc30a9	SLC30A9_Slc30a9
3643	SPEM3	Gm39566	SPEM3_Gm39566
3644	CISD3	Cisd3	CISD3_Cisd3
3645	KCNJ8	Kcnj8	KCNJ8_Kcnj8
3646	AK8	Ak8	AK8_Ak8
3647	SPATA17	Spata17	SPATA17_Spata17
3648	ICOSLG	Icosl	ICOSLG_Icosl
3649	CEP85	Cep85	CEP85_Cep85
3650	CEP57L1	Cep57l1	CEP57L1_Cep57l1
3651	THOC6	Thoc6	THOC6_Thoc6
3652	AKAP7	Akap7	AKAP7_Akap7
3653	DCUN1D1	Dcun1d1	DCUN1D1_Dcun1d1
3654	CERK	Cerk	CERK_Cerk
3655	UTP3	Utp3	UTP3_Utp3
3656	PARD3	Pard3	PARD3_Pard3
3657	ACVR2B	Acvr2b	ACVR2B_Acvr2b
3658	CHAT	Chat	CHAT_Chat
3659	THEGL	Thegl	THEGL_Thegl
3660	ONECUT3	Onecut3	ONECUT3_Onecut3
3661	TOX3	Tox3	TOX3_Tox3
3662	PDK2	Pdk2	PDK2_Pdk2
3663	USP45	Usp45	USP45_Usp45
3664	UBE2S	Ube2s	UBE2S_Ube2s
3665	NCF4	Ncf4	NCF4_Ncf4
3666	SYTL1	Sytl1	SYTL1_Sytl1
3667	SORD	Sord	SORD_Sord
3668	ZNHIT6	Znhit6	ZNHIT6_Znhit6
3669	GRHPR	Grhpr	GRHPR_Grhpr
3670	PRKG1	Prkg1	PRKG1_Prkg1
3671	SLC40A1	Slc40a1	SLC40A1_Slc40a1
3672	NRAP	Nrap	NRAP_Nrap
3673	DTX3L	Dtx3l	DTX3L_Dtx3l
3674	MLKL	Mlkl	MLKL_Mlkl
3675	PPIL6	Ppil6	PPIL6_Ppil6
3676	ETV4	Etv4	ETV4_Etv4
3677	IMPA1	Impa1	IMPA1_Impa1
3678	TRAF7	Traf7	TRAF7_Traf7
3679	C16orf46	1700030J22Rik	C16orf46_1700030J22Rik
3680	UCP3	Ucp3	UCP3_Ucp3
3681	BRCC3	Brcc3	BRCC3_Brcc3
3682	NDUFS5	Ndufs5	NDUFS5_Ndufs5
3683	C8orf34	A830018L16Rik	C8orf34_A830018L16Rik
3684	CLTC	Cltc	CLTC_Cltc
3685	PTPN22	Ptpn22	PTPN22_Ptpn22
3686	ZDHHC21	Zdhhc21	ZDHHC21_Zdhhc21
3687	KISS1	Kiss1	KISS1_Kiss1
3688	CDH15	Cdh15	CDH15_Cdh15
3689	TP53BP2	Trp53bp2	TP53BP2_Trp53bp2
3690	ENPEP	Enpep	ENPEP_Enpep
3691	ITGA2B	Itga2b	ITGA2B_Itga2b
